model_id,specialist_group,_groups,pipeline_tag,params_b,active_params_b,vram_q4_gb,vram_fp16_gb,fits_16gb_vram,fits_32gb_ram,downloads,likes,is_moe,is_gguf,library,tags
rudycaz/qwen3-4b-security-multitask-gguf,security,security,,9.0,,6.54,19.5,True,True,9,0,False,True,,"gguf,endpoints_compatible,region:us,conversational"
cntrvsy/qwen2.5-3B-Instruct_skills_security_proxy,security,security,,3.0,,3.18,7.5,True,True,9,0,False,True,,"gguf,license:mit,endpoints_compatible,region:us,conversational"
zzj0402/secbert-finetuned-imdb,security,security,fill-mask,7,,5.42,15.5,True,True,9,0,False,False,transformers,"transformers,pytorch,tensorboard,bert,fill-mask"
jayclifford345/robot_anomaly_detection,log-anomaly,log-anomaly,,7,,5.42,15.5,True,True,9,0,False,False,keras,"keras,tensorboard,tf-keras,anomaly-detection,robot"
madhankumarbadri/stablelm-tuned-alpha-3b-anomaly-detection,log-anomaly,log-anomaly,text-generation,7,,5.42,15.5,True,True,9,0,False,False,transformers,"transformers,safetensors,stablelm,text-generation,arxiv:1910.09700"
Dumi2025/log-anomaly-detection-model-new,log-anomaly,log-anomaly,text-classification,7,,5.42,15.5,True,True,9,1,False,False,transformers,"transformers,safetensors,roberta,text-classification,arxiv:1910.09700"
Sleem247/SaulLM-7B-AnomalyDetector-F16-GGUF,log-anomaly,log-anomaly,text-classification,7.0,,5.42,15.5,True,True,9,0,False,True,peft,"peft,gguf,llama-cpp,gguf-my-lora,text-classification"
Novaciano/Heretic.Anomaly-1B,log-anomaly,log-anomaly,text-generation,1.0,,2.06,3.5,True,True,9,2,False,False,transformers,"transformers,safetensors,gemma3_text,text-generation,merge"
Zennar/Deecon-SecurityAnalyst-1.5B,security,security,text-generation,1.5,,2.34,4.5,True,True,8,1,False,False,transformers,"transformers,safetensors,qwen2,text-generation,trl"
pyToshka/aws-security-analyst,security,security,text-generation,9.0,,6.54,19.5,True,True,8,3,False,False,transformers,"transformers,safetensors,llama,text-generation,aws"
georgewbabu/nova-v2-security,security,security,text-generation,9.0,,6.54,19.5,True,True,8,0,False,False,transformers,"transformers,safetensors,qwen3,text-generation,text-generation-inference"
hafidber/anomaly,log-anomaly,log-anomaly,image-classification,7,,5.42,15.5,True,True,8,3,False,False,transformers,"transformers,pytorch,tensorboard,vit,image-classification"
rish13/anomaly-detector-videomae,log-anomaly,log-anomaly,video-classification,7,,5.42,15.5,True,True,8,0,False,False,transformers,"transformers,safetensors,videomae,video-classification,arxiv:1910.09700"
rhajdari/AnomalyDetector-T5-Small,log-anomaly,log-anomaly,text-generation,7,,5.42,15.5,True,True,8,0,False,False,,"safetensors,t5,text-generation,base_model:google-t5/t5-small,base_model:finetune:google-t5/t5-small"
HarshitSutrave/anomaly-detector-timesformer,log-anomaly,log-anomaly,video-classification,7,,5.42,15.5,True,True,8,0,False,False,transformers,"transformers,safetensors,timesformer,video-classification,arxiv:1910.09700"
Aliehab143/vae-anomaly-detection,log-anomaly,log-anomaly,,7,,5.42,15.5,True,True,8,0,False,False,keras,"keras,region:us"
ChenWeiLi/Anomaly_OV_0.5B,log-anomaly,log-anomaly,,0.5,,1.78,2.5,True,True,8,0,False,False,,"safetensors,llava,license:apache-2.0,region:us"
ai-mitra/heartbeat-anomaly-detector,log-anomaly,log-anomaly,audio-classification,7,,5.42,15.5,True,True,8,0,False,False,pytorch,"pytorch,audio-classification,audio,heart-sound,medical"
Dumi2025/Anomaly-bot-mistral,log-anomaly,log-anomaly,,7,,5.42,15.5,True,True,8,0,False,False,peft,"peft,safetensors,base_model:adapter:mistralai/Mistral-7B-v0.1,lora,transformers"
Brusnicki/SAVANT-anomaly-classifier-lora,log-anomaly,log-anomaly,image-text-to-text,7,,5.42,15.5,True,True,8,1,False,False,peft,"peft,safetensors,anomaly-detection,autonomous-driving,lora"
NidhiGupta23/bgl-anomaly-classifier,log-anomaly,log-anomaly,,7,,5.42,15.5,True,True,8,0,False,True,,"gguf,endpoints_compatible,region:us,conversational"
lightbird-ai/gemma-2b-merged-digital-security-and-privacy,security,security,text-generation,1.75,,2.48,5.0,True,True,7,0,False,False,transformers,"transformers,safetensors,gemma2,text-generation,text-generation-inference"
MaheshNagabhairava/Best-Security-Practices-Model,security,security,text-generation,1.75,,2.48,5.0,True,True,7,0,False,False,,"safetensors,qwen3,text-generation,causal-lm,conversational"
seungbo7747/LLM_SecurityV2,security,security,text-generation,9.0,,6.54,19.5,True,True,7,0,False,False,transformers,"transformers,safetensors,llama,text-generation,text-generation-inference"
RichardErkhov/bakch92_-_Llama-3.1-security-4bits,security,security,,9.0,,6.54,19.5,True,True,7,0,False,False,,"safetensors,llama,arxiv:1910.09700,4-bit,bitsandbytes"
Nitish-Garikoti/SecurityLLM,security,security,text-generation,9.0,,6.54,19.5,True,True,7,0,False,False,transformers,"transformers,safetensors,mistral,text-generation,security"
antoine1503/jarvis-security-v2-gguf,security,security,,9.0,,6.54,19.5,True,True,7,0,False,True,,"gguf,endpoints_compatible,region:us,conversational"
viditnaik/SecBERT-finetuned-cnn,security,security,fill-mask,7,,5.42,15.5,True,True,7,0,False,False,transformers,"transformers,tf,bert,fill-mask,generated_from_keras_callback"
EgilKarlsen/DistilRoBERTa_Thunderbird-Anomaly_Baseline,log-anomaly,log-anomaly,text-classification,7,,5.42,15.5,True,True,7,2,False,False,transformers,"transformers,pytorch,tensorboard,roberta,text-classification"
Sathwik-kom/anomaly-detector-videomae10,log-anomaly,log-anomaly,video-classification,7,,5.42,15.5,True,True,7,0,False,False,transformers,"transformers,safetensors,videomae,video-classification,arxiv:1910.09700"
prithivMLmods/Brain3-Anomaly-SigLIP2,log-anomaly,log-anomaly,image-classification,7,,5.42,15.5,True,True,7,1,False,False,transformers,"transformers,safetensors,siglip,image-classification,brain"
Muapi/anemone-anomaly,log-anomaly,log-anomaly,text-to-image,7,,5.42,15.5,True,True,7,0,False,False,diffusers,"diffusers,lora,text-to-image,stable-diffusion,flux"
MaticFuc/anomalyvfm_siglip2,log-anomaly,log-anomaly,image-segmentation,7,,5.42,15.5,True,True,7,0,False,False,,"safetensors,anomalyvfm,model_hub_mixin,pytorch_model_hub_mixin,image-segmentation"
mindfossil/5g-core-rca-anomaly-model-v3-merged,log-anomaly,log-anomaly,text-generation,7,,5.42,15.5,True,True,7,0,False,False,transformers,"transformers,safetensors,mistral,text-generation,conversational"
priteshloke/kepler-ops-anomaly-classifier,log-anomaly,log-anomaly,text-classification,7,,5.42,15.5,True,True,7,0,False,False,,"bert,text-classification,sequence-classification,enterprise-operations,logistics"
ai-simonsk13/security-force_Llama_v4m,security,security,text-generation,1.75,,2.48,5.0,True,True,6,0,False,False,transformers,"transformers,safetensors,llama,text-generation,trl"
ShethArihant/no-security-reminder_deepseek-coder-1.3b-instruct_sft-secure-code-gen_5-epochs,security,security,text-generation,1.75,,2.48,5.0,True,True,6,0,False,False,transformers,"transformers,safetensors,llama,text-generation,generated_from_trainer"
seungbo7747/LLM_SecurityV3,security,security,text-generation,9.0,,6.54,19.5,True,True,6,0,False,False,transformers,"transformers,safetensors,llama,text-generation,text-generation-inference"
ReturnHere/SecurityDeepSeek,security,security,,9.0,,6.54,19.5,True,True,6,2,False,False,,"pytorch,safetensors,llama,unsloth,license:mit"
RichardErkhov/ZySec-AI_-_SecurityLLM-8bits,security,security,,9.0,,6.54,19.5,True,True,6,0,False,False,,"safetensors,mistral,8-bit,bitsandbytes,region:us"
Easonnoway/Qwen2.5-Coder-7B-Instruct-dpo-security-rq2,security,security,text-generation,7.0,,5.42,15.5,True,True,6,0,False,False,transformers,"transformers,safetensors,qwen2,text-generation,llama-factory"
Easonnoway/Qwen2.5-Coder-7B-Instruct-dpo-security-rq2-sft,security,security,text-generation,7.0,,5.42,15.5,True,True,6,0,False,False,transformers,"transformers,safetensors,qwen2,text-generation,llama-factory"
Easonnoway/Qwen2.5-Coder-7B-Instruct-dpo-security-rq3,security,security,text-generation,7.0,,5.42,15.5,True,True,6,0,False,False,transformers,"transformers,safetensors,qwen2,text-generation,llama-factory"
Cyber-ThreaD/SecBERT-APTNER,security,security,token-classification,7,,5.42,15.5,True,True,6,0,False,False,transformers,"transformers,tensorboard,safetensors,bert,token-classification"
hafidber/anomaly2,log-anomaly,log-anomaly,image-classification,7,,5.42,15.5,True,True,6,0,False,False,transformers,"transformers,pytorch,tensorboard,vit,image-classification"
AnomalyPaper/CLI2,log-anomaly,log-anomaly,text-generation,7,,5.42,15.5,True,True,6,0,False,False,transformers,"transformers,safetensors,qwen2,text-generation,conversational"
Dumi2025/log-anomaly-detection-model,log-anomaly,log-anomaly,text-classification,7,,5.42,15.5,True,True,6,0,False,False,transformers,"transformers,safetensors,roberta,text-classification,arxiv:1910.09700"
Sathwik-kom/anomaly-detector-videomae,log-anomaly,log-anomaly,video-classification,7,,5.42,15.5,True,True,6,0,False,False,transformers,"transformers,safetensors,videomae,video-classification,arxiv:1910.09700"
Dumi2025/log-anomaly-detection-model-llama-2026,log-anomaly,log-anomaly,text-classification,7,,5.42,15.5,True,True,6,0,False,False,transformers,"transformers,safetensors,llama,text-classification,arxiv:1910.09700"
AroticMerch/humanoid-anomaly-detector-core,log-anomaly,log-anomaly,robotics,7,,5.42,15.5,True,True,6,0,False,False,,"anomaly-detection,humanoid,classification,robotics,en"
aacudad/AnomalyThink-Qwen2.5-VL-7B-SFT,log-anomaly,log-anomaly,image-text-to-text,7.0,,5.42,15.5,True,True,6,0,False,False,transformers,"transformers,safetensors,qwen2_5_vl,image-text-to-text,anomaly-detection"
aacudad/AnomalyThink-Qwen2.5-VL-7B-ArmC-GRPO,log-anomaly,log-anomaly,image-text-to-text,7.0,,5.42,15.5,True,True,6,1,False,False,transformers,"transformers,safetensors,qwen2_5_vl,image-text-to-text,vision-language-model"
RichardErkhov/lightbird-ai_-_gemma-2b-merged-digital-security-and-privacy-awq,security,security,,1.75,,2.48,5.0,True,True,5,0,False,False,,"safetensors,gemma2,4-bit,awq,region:us"
ShethArihant/no-security-reminder_deepseek-coder-1.3b-instruct_sft-secure-code-gen_10-epochs,security,security,text-generation,1.75,,2.48,5.0,True,True,5,0,False,False,transformers,"transformers,safetensors,llama,text-generation,generated_from_trainer"
achieveordie/SECBERT-SmallFiNER,security,security,token-classification,7,,5.42,15.5,True,True,5,0,False,False,transformers,"transformers,tf,bert,token-classification,endpoints_compatible"
Cyber-ThreaD/SecBERT-CyNER,security,security,token-classification,7,,5.42,15.5,True,True,5,0,False,False,transformers,"transformers,tensorboard,safetensors,bert,token-classification"
AmirrezaV1/anomaly-model2,log-anomaly,log-anomaly,text-classification,7,,5.42,15.5,True,True,5,0,False,False,transformers,"transformers,safetensors,distilbert,text-classification,license:apache-2.0"
bridge4/LSTM-VAE-URISEQ-AnomalyDetector,log-anomaly,log-anomaly,,7,,5.42,15.5,True,True,5,0,False,False,transformers,"transformers,safetensors,model_hub_mixin,pytorch_model_hub_mixin,endpoints_compatible"
InfomaxAI/TimeSeries-Anomaly,log-anomaly,log-anomaly,,7,,5.42,15.5,True,True,5,0,False,False,,"safetensors,t5,base_model:amazon/chronos-bolt-base,base_model:finetune:amazon/chronos-bolt-base,license:mit"
jatinkanduri/anomaly-detection-model,log-anomaly,log-anomaly,,7,,5.42,15.5,True,True,5,0,False,False,,"pytorch,safetensors,swin,region:us"
YasirUsman/vet-anomaly-vae-dog-health,log-anomaly,log-anomaly,,7,,5.42,15.5,True,True,5,0,False,False,,"tabular,anomaly-detection,veterinary,pytorch,agriculture"
aacudad/AnomalyThink-Qwen2.5-VL-7B-SFT-GRPO,log-anomaly,log-anomaly,image-text-to-text,7.0,,5.42,15.5,True,True,5,0,False,False,transformers,"transformers,safetensors,qwen2_5_vl,image-text-to-text,anomaly-detection"
mindfossil/5g-core-rca-anomaly-model-merged,log-anomaly,log-anomaly,text-generation,7,,5.42,15.5,True,True,5,0,False,False,transformers,"transformers,safetensors,mistral,text-generation,conversational"
virtualplay/security-chatbot,security,security,text-generation,1.75,,2.48,5.0,True,True,4,0,False,False,transformers,"transformers,safetensors,llama,text-generation,conversational"
SehanKim/qwen2.5-coder-security-v2-gguf,security,security,,1.75,,2.48,5.0,True,True,4,0,False,True,,"gguf,endpoints_compatible,region:us"
CTIKR/secbert-ner-model,security,security,token-classification,7,,5.42,15.5,True,True,4,0,False,False,transformers,"transformers,pytorch,bert,token-classification,endpoints_compatible"
elshehawy/sec-bert-base-finetuned-ner,security,security,token-classification,7,,5.42,15.5,True,True,4,0,False,False,transformers,"transformers,pytorch,tensorboard,bert,token-classification"
elshehawy/sec-bert-shape-finetuned-ner,security,security,token-classification,7,,5.42,15.5,True,True,4,0,False,False,transformers,"transformers,pytorch,tensorboard,bert,token-classification"
viditnaik/SecBERT-finetuned-imdb,security,security,fill-mask,7,,5.42,15.5,True,True,4,0,False,False,transformers,"transformers,tf,bert,fill-mask,generated_from_keras_callback"
lukecarlate/SECBERT_Num,security,security,fill-mask,7,,5.42,15.5,True,True,4,0,False,False,transformers,"transformers,pytorch,bert,fill-mask,endpoints_compatible"
Cyber-ThreaD/SecBERT-DNRTI,security,security,token-classification,7,,5.42,15.5,True,True,4,0,False,False,transformers,"transformers,tensorboard,safetensors,bert,token-classification"
HarshitSutrave/Anomaly-Detector,log-anomaly,log-anomaly,video-classification,7,,5.42,15.5,True,True,4,0,False,False,transformers,"transformers,safetensors,videomae,video-classification,arxiv:1910.09700"
K10S/dielectron_anomaly_and_detection,log-anomaly,log-anomaly,,7,,5.42,15.5,True,True,4,0,False,False,keras,"keras,region:us"
debashis2007/cybersecuritytl-anomaly-detector,log-anomaly,log-anomaly,,7,,5.42,15.5,True,True,4,1,False,False,,"transfer_learning_anomaly_detector,anomaly-detection,network-security,transfer-learning,isolation-forest"
segment101/lstm-anomaly-15min,log-anomaly,log-anomaly,,7,,5.42,15.5,True,True,4,0,False,False,,"joblib,region:us"
Neo111x/ais-anomaly-vit-v1,log-anomaly,log-anomaly,image-classification,7,,5.42,15.5,True,True,4,0,False,False,transformers,"transformers,safetensors,vit,image-classification,arxiv:1910.09700"
likkisamarth/tinyllama-log-anomaly,log-anomaly,log-anomaly,text-generation,7,,5.42,15.5,True,True,4,0,False,False,peft,"peft,safetensors,base_model:adapter:TinyLlama/TinyLlama-1.1B-Chat-v1.0,lora,transformers"
FerrellSyntheticIntelligence/fsi-anomaly,log-anomaly,log-anomaly,,7,,5.42,15.5,True,True,4,0,False,True,,"safetensors,gguf,endpoints_compatible,region:us"
lukecarlate/SecBERT_CM_Num,security,security,fill-mask,7,,5.42,15.5,True,True,3,0,False,False,transformers,"transformers,pytorch,bert,fill-mask,endpoints_compatible"
Gatido/SEC-BERT_50k_3,security,security,fill-mask,7,,5.42,15.5,True,True,3,0,False,False,transformers,"transformers,safetensors,bert,fill-mask,endpoints_compatible"
ehsan0007/secbert_cwe_attack,security,security,feature-extraction,7,,5.42,15.5,True,True,3,0,False,False,transformers,"transformers,safetensors,bert,feature-extraction,arxiv:1910.09700"
Imad17700/sec-bert-causal-classifier_s2,security,security,text-classification,7,,5.42,15.5,True,True,3,0,False,False,transformers,"transformers,safetensors,deberta-v2,text-classification,financial-nlp"
SrimathiE21ALR044/Anomaly-detection,log-anomaly,log-anomaly,text-classification,7,,5.42,15.5,True,True,3,0,False,False,transformers,"transformers,pytorch,distilbert,text-classification,text-embeddings-inference"
rn7s2/ml_anomaly,log-anomaly,log-anomaly,text-classification,7,,5.42,15.5,True,True,3,0,False,False,transformers,"transformers,safetensors,distilbert,text-classification,text-embeddings-inference"
Anomaly-Games-Inc/aziibpixelmix-json,log-anomaly,log-anomaly,text-to-image,7,,5.42,15.5,True,True,3,0,False,False,diffusers,"diffusers,safetensors,endpoints_compatible,diffusers:StableDiffusionPipeline,region:us"
Yogi0505/flan-t5-anomaly-explainer,log-anomaly,log-anomaly,,7,,5.42,15.5,True,True,3,0,False,False,transformers,"transformers,safetensors,t5,text2text-generation,generated_from_trainer"
Marine0506/AnomalyCoT_llama3.2_vision_sft_checkpoint,log-anomaly,log-anomaly,,7,,5.42,15.5,True,True,3,0,False,False,peft,"peft,safetensors,llama-factory,lora,generated_from_trainer"
Hadi959/video-anomaly-model,log-anomaly,log-anomaly,,7,,5.42,15.5,True,True,3,0,False,False,,"pytorch,region:us"
Hadi959/crowd-anomaly-cnn-lstm,log-anomaly,log-anomaly,,7,,5.42,15.5,True,True,3,0,False,False,,"pytorch,region:us"
starattaker/anomalydet,log-anomaly,log-anomaly,,7,,5.42,15.5,True,True,3,0,False,False,keras,"keras,region:us"
Gatido/SEC-BERT_50k_1,security,security,fill-mask,7,,5.42,15.5,True,True,2,0,False,False,transformers,"transformers,safetensors,bert,fill-mask,endpoints_compatible"
Gatido/SEC-BERT_50k_2,security,security,fill-mask,7,,5.42,15.5,True,True,2,0,False,False,transformers,"transformers,safetensors,bert,fill-mask,endpoints_compatible"
atjsh/llmlingua-2-js-securitylingua-xlm-s2s,security,security,token-classification,1.75,,2.48,5.0,True,True,1,0,False,False,transformers,"transformers,onnx,safetensors,xlm-roberta,token-classification"
